'Elapsed time','ECG1'
1.972,-0.020
1.976,-0.035
1.980,-0.045
1.984,-0.015
1.988,0.020
1.992,0.030
1.996,0.045
2.000,0.025
2.004,0.020
2.008,0.015
2.012,0.000
2.016,0.030
2.020,0.010
2.024,0.005
2.028,0.005
2.032,-0.005
2.036,0.000
2.040,0.010
2.044,0.000
2.048,0.000
2.052,-0.005
2.056,0.000
2.060,-0.005
2.064,-0.010
2.068,0.000
2.072,0.020
2.076,0.065
2.080,0.035
2.084,-0.035
2.088,-0.075
2.092,-0.125
2.096,-0.185
2.100,-0.385
2.104,-0.675
2.108,-1.000
2.112,-1.255
2.116,-1.385
2.120,-1.360
2.124,-1.205
2.128,-0.825
2.132,-0.385
2.136,-0.160
2.140,-0.120
2.144,-0.140
2.148,-0.150
2.152,-0.160
2.156,-0.140
2.160,-0.110
2.164,-0.040
2.168,0.005
2.172,0.045
2.176,0.065
2.180,0.055
2.184,0.090
2.188,0.080
2.192,0.065
2.196,0.075
2.200,0.060
2.204,0.070
2.208,0.060
2.212,0.075
2.216,0.075
2.220,0.085
2.224,0.085
2.228,0.090
2.232,0.100
2.236,0.095
2.240,0.080
2.244,0.080
2.248,0.075
2.252,0.070
2.256,0.080
2.260,0.080
2.264,0.070
2.268,0.070
2.272,0.090
2.276,0.070
2.280,0.090
2.284,0.070
2.288,0.065
2.292,0.050
2.296,0.055
2.300,0.075
2.304,0.055
2.308,0.055
2.312,0.060
2.316,0.060
2.320,0.045
2.324,0.070
2.328,0.050
2.332,0.030
2.336,0.040
2.340,0.055
2.344,0.050
2.348,0.040
2.352,0.040
2.356,0.030
2.360,0.030
2.364,0.015
2.368,0.010
2.372,0.015
2.376,0.000
2.380,0.000
2.384,-0.010
2.388,-0.010
2.392,-0.035
2.396,-0.015
2.400,-0.020
2.404,-0.025
2.408,-0.025
2.412,-0.040
2.416,-0.025
2.420,-0.025
2.424,-0.020
2.428,-0.015
2.432,0.005
2.436,-0.005
2.440,0.000
2.444,0.000
2.448,-0.005
2.452,-0.005
2.456,0.000
2.460,0.000
2.464,0.000
2.468,0.000
2.472,0.000
2.476,0.000
2.480,-0.005
2.484,0.005
2.488,0.000
2.492,0.000
2.496,-0.005
2.500,0.020
2.504,0.005
2.508,0.005
2.512,0.015
2.516,-0.010
2.520,0.010
2.524,0.010
2.528,0.000
2.532,-0.010
2.536,0.010
2.540,0.010
2.544,0.000
2.548,0.005
2.552,0.000
2.556,0.000
2.560,0.000
2.564,0.000
2.568,-0.005
2.572,0.005
2.576,0.010
2.580,-0.005
2.584,-0.020
2.588,0.000
2.592,0.000
2.596,-0.010
2.600,-0.005
2.604,0.005
2.608,0.000
2.612,0.000
2.616,-0.005
2.620,-0.010
2.624,0.000
2.628,-0.005
2.632,0.000
2.636,0.005
2.640,-0.005
2.644,-0.015
2.648,-0.020
2.652,-0.005
2.656,0.005
2.660,-0.005
2.664,0.000
2.668,-0.005
2.672,0.000
2.676,0.000
2.680,0.000
2.684,0.000
2.688,-0.015
2.692,-0.025
2.696,-0.005
2.700,-0.015
2.704,0.000
2.708,0.005
2.712,0.000
2.716,-0.010
2.720,0.000
2.724,0.010
2.728,-0.010
2.732,0.030
2.736,0.055
2.740,0.075
2.744,0.080
2.748,0.100
2.752,0.090
2.756,0.085
2.760,0.075
2.764,0.055
2.768,0.065
2.772,0.025
2.776,0.005
2.780,0.000
2.784,-0.025
2.788,-0.050
2.792,-0.045
2.796,-0.075
2.800,-0.065
2.804,-0.080
2.808,-0.060
2.812,-0.080
2.816,-0.055
2.820,-0.055
2.824,-0.035
2.828,-0.050
2.832,-0.045
2.836,-0.035
2.840,0.000
2.844,0.030
2.848,0.010
2.852,0.020
2.856,0.015
2.860,0.005
2.864,-0.010
2.868,0.010
2.872,0.000
2.876,-0.020
2.880,-0.010
2.884,0.000
2.888,-0.015
2.892,-0.005
2.896,0.000
2.900,0.000
2.904,0.000
2.908,-0.005
2.912,-0.010
2.916,0.000
2.920,0.000
2.924,0.030
2.928,0.040
2.932,0.030
2.936,-0.015
2.940,-0.050
2.944,-0.085
2.948,-0.185
2.952,-0.355
2.956,-0.615
2.960,-0.905
2.964,-1.185
2.968,-1.300
2.972,-1.340
2.976,-1.190
2.980,-0.840
2.984,-0.430
2.988,-0.185
2.992,-0.120
2.996,-0.140
3.000,-0.135
3.004,-0.140
3.008,-0.130
3.012,-0.115
3.016,-0.040
3.020,0.010
3.024,0.045
3.028,0.085
3.032,0.090
3.036,0.085
3.040,0.075
3.044,0.105
3.048,0.115
3.052,0.100
3.056,0.090
3.060,0.100
3.064,0.095
3.068,0.100
3.072,0.105
3.076,0.100
3.080,0.060
3.084,0.095
3.088,0.095
3.092,0.110
3.096,0.080
3.100,0.090
3.104,0.095
3.108,0.075
3.112,0.085
3.116,0.075
3.120,0.090
3.124,0.075
3.128,0.090
3.132,0.090
3.136,0.110
3.140,0.100
3.144,0.060
3.148,0.090
3.152,0.080
3.156,0.075
3.160,0.100
3.164,0.085
3.168,0.060
3.172,0.070
3.176,0.080
3.180,0.070
3.184,0.070
3.188,0.055
3.192,0.055
3.196,0.060
3.200,0.070
3.204,0.055
3.208,0.050
3.212,0.025
3.216,0.040
3.220,0.020
3.224,0.015
3.228,0.005
3.232,0.005
3.236,0.010
3.240,0.000
3.244,0.000
3.248,-0.005
3.252,-0.015
3.256,-0.005
3.260,0.000
3.264,0.000
3.268,-0.015
3.272,0.000
3.276,0.020
3.280,0.000
3.284,0.000
3.288,0.010
3.292,0.000
3.296,0.015
3.300,0.020
3.304,0.010
3.308,0.025
3.312,0.020
3.316,0.010
3.320,0.025
3.324,0.030
3.328,0.035
3.332,0.020
3.336,0.020
3.340,0.035
3.344,0.040
3.348,0.025
3.352,0.060
3.356,0.040
3.360,0.045
3.364,0.025
3.368,0.065
3.372,0.060
3.376,0.060
3.380,0.050
3.384,0.045
3.388,0.045
3.392,0.055
3.396,0.045
3.400,0.055
3.404,0.050
3.408,0.025
3.412,0.030
3.416,0.035
3.420,0.055
3.424,0.055
3.428,0.045
3.432,0.045
3.436,0.025
3.440,0.040
3.444,0.020
3.448,0.050
3.452,0.050
3.456,0.020
3.460,0.030
3.464,0.035
3.468,0.035
3.472,0.040
3.476,0.040
3.480,0.040
3.484,0.035
3.488,0.030
3.492,0.005
3.496,0.020
3.500,0.020
3.504,0.020
3.508,0.025
3.512,0.035
3.516,0.030
3.520,0.025
3.524,0.030
3.528,0.050
3.532,0.015
3.536,0.035
3.540,0.015
3.544,0.010
3.548,0.030
3.552,0.035
3.556,0.010
3.560,0.040
3.564,0.025
3.568,0.040
3.572,0.025
3.576,0.025
3.580,0.025
3.584,0.025
3.588,0.025
3.592,0.045
3.596,0.025
3.600,0.035
3.604,0.060
3.608,0.065
3.612,0.110
3.616,0.130
3.620,0.115
3.624,0.155
3.628,0.155
3.632,0.135
3.636,0.150
3.640,0.100
3.644,0.075
3.648,0.080
3.652,0.070
3.656,0.040
3.660,0.025
3.664,-0.005
3.668,-0.030
3.672,-0.035
3.676,-0.045
3.680,-0.025
3.684,-0.030
3.688,-0.020
3.692,-0.010
3.696,-0.010
3.700,0.015
3.704,0.020
3.708,0.020
3.712,0.015
3.716,0.050
3.720,0.045
3.724,0.075
3.728,0.060
3.732,0.065
3.736,0.050
3.740,0.050
3.744,0.055
3.748,0.055
3.752,0.060
3.756,0.050
3.760,0.060
3.764,0.045
3.768,0.035
3.772,0.035
3.776,0.045
3.780,0.040
3.784,0.040
3.788,0.040
3.792,0.030
3.796,0.040
3.800,0.040
3.804,0.050
3.808,0.100
3.812,0.095
3.816,0.065
3.820,0.005
3.824,-0.005
3.828,-0.060
3.832,-0.225
3.836,-0.485
3.840,-0.825
3.844,-1.185
3.848,-1.395
3.852,-1.485
3.856,-1.470
3.860,-1.255
3.864,-0.825
3.868,-0.395
3.872,-0.150
3.876,-0.060
3.880,-0.060
3.884,-0.090
3.888,-0.080
3.892,-0.085
3.896,-0.050
3.900,-0.005
3.904,0.045
3.908,0.100
3.912,0.110
3.916,0.140
3.920,0.135
3.924,0.135
3.928,0.165
3.932,0.155
3.936,0.145
3.940,0.155
3.944,0.155
3.948,0.155
3.952,0.150
3.956,0.150
3.960,0.150
3.964,0.165
3.968,0.170
3.972,0.165
3.976,0.160
3.980,0.150
3.984,0.175
3.988,0.155
3.992,0.170
3.996,0.155
4.000,0.150
4.004,0.145
4.008,0.140
4.012,0.140
4.016,0.170
4.020,0.155
4.024,0.170
4.028,0.145
4.032,0.145
4.036,0.140
4.040,0.140
4.044,0.170
4.048,0.145
4.052,0.145
4.056,0.140
4.060,0.125
4.064,0.120
4.068,0.130
4.072,0.115
4.076,0.115
4.080,0.125
4.084,0.120
4.088,0.120
4.092,0.120
4.096,0.110
4.100,0.110
4.104,0.095
4.108,0.080
4.112,0.070
4.116,0.055
4.120,0.055
4.124,0.070
4.128,0.025
4.132,0.035
4.136,0.020
4.140,0.025
4.144,0.015
4.148,0.035
4.152,0.015
4.156,0.015
4.160,0.000
4.164,0.020
4.168,0.010
4.172,0.005
4.176,0.015
4.180,0.005
4.184,-0.005
4.188,0.000
4.192,0.010
4.196,0.015
4.200,0.010
4.204,0.025
4.208,0.015
4.212,0.015
4.216,0.025
4.220,0.025
4.224,0.040
4.228,0.020
4.232,0.040
4.236,0.025
4.240,0.040
4.244,0.040
4.248,0.035
4.252,0.035
4.256,0.035
4.260,0.055
4.264,0.055
4.268,0.055
4.272,0.060
4.276,0.075
4.280,0.065
4.284,0.065
4.288,0.040
4.292,0.040
4.296,0.055
4.300,0.065
4.304,0.055
4.308,0.045
4.312,0.040
4.316,0.035
4.320,0.040
4.324,0.055
4.328,0.050
4.332,0.045
4.336,0.055
4.340,0.035
4.344,0.025
4.348,0.035
4.352,0.020
4.356,0.020
4.360,0.010
4.364,0.025
4.368,0.035
4.372,0.025
4.376,0.020
4.380,0.030
4.384,0.020
4.388,0.000
4.392,0.000
4.396,0.010
4.400,0.000
4.404,0.010
4.408,0.025
4.412,0.020
4.416,0.015
4.420,0.010
4.424,0.030
4.428,-0.010
4.432,0.020
4.436,0.030
4.440,0.000
4.444,0.000
4.448,0.015
4.452,0.000
4.456,0.015
4.460,0.015
4.464,0.005
4.468,0.000
4.472,0.015
4.476,0.015
4.480,0.000
4.484,0.010
4.488,0.000
4.492,0.000
4.496,0.025
4.500,0.035
4.504,0.040
4.508,0.070
4.512,0.100
4.516,0.105
4.520,0.120
4.524,0.115
4.528,0.120
4.532,0.095
4.536,0.075
4.540,0.045
4.544,0.035
4.548,0.015
4.552,0.000
4.556,-0.040
4.560,-0.050
4.564,-0.035
4.568,-0.050
4.572,-0.080
4.576,-0.045
4.580,-0.040
4.584,-0.060
4.588,-0.040
4.592,-0.025
4.596,0.000
4.600,-0.020
4.604,-0.025
4.608,-0.025
4.612,0.015
4.616,0.045
4.620,0.040
4.624,0.040
4.628,0.020
4.632,0.005
4.636,0.025
4.640,0.035
4.644,0.055
4.648,0.045
4.652,0.030
4.656,0.035
4.660,0.025
4.664,0.030
4.668,0.025
4.672,0.050
4.676,0.030
4.680,0.010
4.684,0.020
4.688,0.025
4.692,0.010
4.696,0.035
4.700,0.075
4.704,0.065
4.708,0.020
4.712,-0.040
4.716,-0.070
4.720,-0.145
4.724,-0.335
4.728,-0.645
4.732,-0.980
4.736,-1.265
4.740,-1.470
4.744,-1.515
4.748,-1.385
4.752,-1.020
4.756,-0.545
4.760,-0.205
4.764,-0.080
4.768,-0.090
4.772,-0.110
4.776,-0.120
4.780,-0.125
4.784,-0.090
4.788,-0.040
4.792,0.020
4.796,0.065
4.800,0.095
4.804,0.125
4.808,0.110
4.812,0.105
4.816,0.100
4.820,0.110
4.824,0.095
4.828,0.120
4.832,0.135
4.836,0.150
4.840,0.135
4.844,0.135
4.848,0.140
4.852,0.140
4.856,0.140
4.860,0.145
4.864,0.140
4.868,0.140
4.872,0.115
4.876,0.145
4.880,0.160
4.884,0.135
4.888,0.130
4.892,0.130
4.896,0.125
4.900,0.120
4.904,0.085
4.908,0.115
4.912,0.120
4.916,0.125
4.920,0.115
4.924,0.120
4.928,0.090
4.932,0.110
4.936,0.090
4.940,0.085
4.944,0.090
4.948,0.090
4.952,0.090
4.956,0.080
4.960,0.090
4.964,0.100
4.968,0.090
4.972,0.085
4.976,0.075
4.980,0.060
4.984,0.060
4.988,0.060
4.992,0.060
4.996,0.020
5.000,0.005
5.004,0.005
5.008,0.005
5.012,-0.005
5.016,0.000
5.020,-0.020
5.024,-0.020
5.028,-0.020
5.032,-0.015
5.036,-0.030
5.040,-0.010
5.044,-0.035
5.048,-0.035
5.052,-0.025
5.056,-0.015
5.060,-0.020
5.064,-0.035
5.068,-0.035
5.072,-0.020
5.076,-0.025
5.080,-0.025
5.084,-0.035
5.088,-0.015
5.092,-0.020
5.096,-0.020
5.100,-0.010
5.104,0.000
5.108,-0.040
5.112,-0.030
5.116,-0.045
5.120,-0.025
5.124,-0.005
5.128,-0.020
5.132,-0.025
5.136,-0.010
5.140,-0.010
5.144,-0.025
5.148,-0.020
5.152,-0.035
5.156,-0.020
5.160,-0.010
5.164,-0.035
5.168,-0.010
5.172,-0.020
5.176,-0.025
5.180,-0.030
5.184,-0.020
5.188,-0.055
5.192,-0.025
5.196,-0.045
5.200,-0.045
5.204,-0.020
5.208,-0.045
5.212,-0.060
5.216,-0.065
5.220,-0.060
5.224,-0.050
5.228,-0.070
5.232,-0.060
5.236,-0.060
5.240,-0.045
5.244,-0.055
5.248,-0.070
5.252,-0.055
5.256,-0.065
5.260,-0.055
5.264,-0.045
5.268,-0.045
5.272,-0.070
5.276,-0.055
5.280,-0.075
5.284,-0.060
5.288,-0.065
5.292,-0.060
5.296,-0.070
5.300,-0.085
5.304,-0.075
5.308,-0.080
5.312,-0.070
5.316,-0.075
5.320,-0.070
5.324,-0.080
5.328,-0.080
5.332,-0.060
5.336,-0.065
5.340,-0.075
5.344,-0.080
5.348,-0.080
5.352,-0.075
5.356,-0.050
5.360,-0.020
5.364,0.005
5.368,0.000
5.372,0.020
5.376,0.015
5.380,0.025
5.384,0.010
5.388,-0.030
5.392,-0.015
5.396,-0.040
5.400,-0.065
5.404,-0.075
5.408,-0.115
5.412,-0.125
5.416,-0.130
5.420,-0.140
5.424,-0.140
5.428,-0.170
5.432,-0.160
5.436,-0.155
5.440,-0.145
5.444,-0.135
5.448,-0.145
5.452,-0.135
5.456,-0.125
5.460,-0.120
5.464,-0.090
5.468,-0.060
5.472,-0.065
5.476,-0.075
5.480,-0.080
5.484,-0.090
5.488,-0.100
5.492,-0.100
5.496,-0.105
5.500,-0.110
5.504,-0.095
5.508,-0.090
5.512,-0.105
5.516,-0.105
5.520,-0.110
5.524,-0.090
5.528,-0.105
5.532,-0.080
5.536,-0.100
5.540,-0.110
5.544,-0.095
5.548,-0.045
5.552,-0.040
5.556,-0.090
5.560,-0.125
5.564,-0.145
5.568,-0.215
5.572,-0.360
5.576,-0.605
5.580,-0.900
5.584,-1.215
5.588,-1.410
5.592,-1.465
5.596,-1.405
5.600,-1.105
5.604,-0.685
5.608,-0.355
5.612,-0.200
5.616,-0.190
5.620,-0.210
5.624,-0.225
5.628,-0.190
5.632,-0.175
5.636,-0.145
5.640,-0.065
5.644,-0.025
5.648,0.000
5.652,0.005
5.656,0.015
5.660,0.020
5.664,0.020
5.668,0.005
5.672,0.020
5.676,0.005
5.680,0.005
5.684,0.025
5.688,0.050
5.692,0.000
5.696,0.030
5.700,0.000
5.704,0.025
5.708,0.025
5.712,0.020
5.716,0.000
5.720,0.010
5.724,0.000
5.728,0.010
5.732,0.035
5.736,0.000
5.740,0.000
5.744,0.005
5.748,0.000
5.752,0.000
5.756,0.000
5.760,0.000
5.764,0.000
5.768,0.000
5.772,0.000
5.776,0.000
5.780,0.010
5.784,-0.005
5.788,-0.020
5.792,-0.020
5.796,-0.005
5.800,-0.015
5.804,-0.020
5.808,-0.025
5.812,-0.045
5.816,-0.040
5.820,-0.035
5.824,-0.040
5.828,-0.035
5.832,-0.045
5.836,-0.060
5.840,-0.070
5.844,-0.060
5.848,-0.070
5.852,-0.085
5.856,-0.100
5.860,-0.080
5.864,-0.110
5.868,-0.120
5.872,-0.115
5.876,-0.110
5.880,-0.100
5.884,-0.125
5.888,-0.105
5.892,-0.100
5.896,-0.095
5.900,-0.105
5.904,-0.100
5.908,-0.080
5.912,-0.080
5.916,-0.105
5.920,-0.105
5.924,-0.080
5.928,-0.095
5.932,-0.110
5.936,-0.105
5.940,-0.095
5.944,-0.090
5.948,-0.080
5.952,-0.085
5.956,-0.100
5.960,-0.075
5.964,-0.085
5.968,-0.090
5.972,-0.070
5.976,-0.055
5.980,-0.070
5.984,-0.085
5.988,-0.045
5.992,-0.080
5.996,-0.055
6.000,-0.060
6.004,-0.070
6.008,-0.080
6.012,-0.070
6.016,-0.100
6.020,-0.100
6.024,-0.095
6.028,-0.105
6.032,-0.090
6.036,-0.080
6.040,-0.100
6.044,-0.095
6.048,-0.095
6.052,-0.110
6.056,-0.115
6.060,-0.100
6.064,-0.120
6.068,-0.120
6.072,-0.130
6.076,-0.110
6.080,-0.130
6.084,-0.150
6.088,-0.135
6.092,-0.135
6.096,-0.120
6.100,-0.130
6.104,-0.160
6.108,-0.120
6.112,-0.130
6.116,-0.135
6.120,-0.140
6.124,-0.160
6.128,-0.150
6.132,-0.120
6.136,-0.155
6.140,-0.150
6.144,-0.150
6.148,-0.155
6.152,-0.120
6.156,-0.155
6.160,-0.140
6.164,-0.140
6.168,-0.185
6.172,-0.155
6.176,-0.150
6.180,-0.140
6.184,-0.175
6.188,-0.160
6.192,-0.155
6.196,-0.165
6.200,-0.160
6.204,-0.120
6.208,-0.115
6.212,-0.080
6.216,-0.060
6.220,-0.075
6.224,-0.055
6.228,-0.050
6.232,-0.060
6.236,-0.070
6.240,-0.080
6.244,-0.100
6.248,-0.135
6.252,-0.120
6.256,-0.150
6.260,-0.175
6.264,-0.180
6.268,-0.195
6.272,-0.215
6.276,-0.210
6.280,-0.195
6.284,-0.230
6.288,-0.225
6.292,-0.205
6.296,-0.165
6.300,-0.180
6.304,-0.190
6.308,-0.190
6.312,-0.155
6.316,-0.140
6.320,-0.140
6.324,-0.120
6.328,-0.120
6.332,-0.115
6.336,-0.120
6.340,-0.130
6.344,-0.145
6.348,-0.135
6.352,-0.135
6.356,-0.150
6.360,-0.135
6.364,-0.140
6.368,-0.125
6.372,-0.125
6.376,-0.135
6.380,-0.145
6.384,-0.140
6.388,-0.145
6.392,-0.160
6.396,-0.140
6.400,-0.110
6.404,-0.095
6.408,-0.115
6.412,-0.150
6.416,-0.190
6.420,-0.200
6.424,-0.285
6.428,-0.465
6.432,-0.745
6.436,-1.055
6.440,-1.290
6.444,-1.450
6.448,-1.465
6.452,-1.320
6.456,-0.980
6.460,-0.570
6.464,-0.310
6.468,-0.210
6.472,-0.220
6.476,-0.265
6.480,-0.260
6.484,-0.240
6.488,-0.210
6.492,-0.155
6.496,-0.115
6.500,-0.055
6.504,-0.035
6.508,-0.020
6.512,-0.040
6.516,-0.040
6.520,-0.040
6.524,-0.010
6.528,-0.015
6.532,-0.010
6.536,0.000
6.540,0.000
6.544,-0.015
6.548,0.010
6.552,0.000
6.556,0.000
6.560,0.000
6.564,-0.020
6.568,-0.010
6.572,-0.010
6.576,-0.010
6.580,-0.005
6.584,0.000
6.588,0.005
6.592,-0.005
6.596,0.005
6.600,0.010
6.604,0.000
6.608,0.005
6.612,0.005
6.616,0.000
6.620,0.005
6.624,0.020
6.628,0.000
6.632,0.005
6.636,0.015
